City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Port Elizabeth,ZA,-33.918,25.5701,59.0,94,90,4.61,fog
1,Busselton,AU,-33.65,115.3333,68.0,73,21,1.99,few clouds
2,Murmashi,RU,68.8154,32.8115,28.4,54,0,6.71,clear sky
3,Teya,RU,60.3778,92.6267,28.45,78,94,7.47,overcast clouds
4,Beitbridge,ZW,-22.2167,30.0,66.4,68,0,0.67,clear sky
5,Ouahigouya,BF,13.5828,-2.4216,84.13,30,50,9.28,scattered clouds
6,Atuona,PF,-9.8,-139.0333,81.0,73,14,19.66,few clouds
7,Ushuaia,AR,-54.8,-68.3,41.0,65,40,3.44,light snow
8,Korla,CN,41.7597,86.1469,62.29,20,9,9.4,clear sky
9,Mataura,NZ,-46.1927,168.8643,63.0,71,33,5.01,scattered clouds
10,Cape Town,ZA,-33.9258,18.4232,64.0,88,0,8.05,clear sky
11,Tiksi,RU,71.6872,128.8694,14.29,89,53,2.55,broken clouds
12,Severo-Kurilsk,RU,50.6789,156.125,38.91,93,100,24.05,light rain
13,Cidreira,BR,-30.1811,-50.2056,71.02,71,96,19.51,overcast clouds
14,Bredasdorp,ZA,-34.5322,20.0403,51.8,100,96,2.3,overcast clouds
15,Tucupita,VE,9.0622,-62.051,73.35,91,80,3.04,broken clouds
16,Binabalian,PH,16.4202,119.9279,83.68,68,18,2.04,few clouds
17,Tommot,RU,58.9564,126.2925,32.74,75,100,9.98,light snow
18,New Norfolk,AU,-42.7826,147.0587,54.0,73,14,1.99,few clouds
19,Odweyne,SO,9.4092,45.064,68.94,64,30,9.66,scattered clouds
20,Alofi,NU,-19.0595,-169.9187,82.4,61,40,5.75,scattered clouds
21,Tura,IN,25.5198,90.2201,87.28,39,92,6.6,overcast clouds
22,La Ronge,CA,55.1001,-105.2842,42.8,26,78,4.61,broken clouds
23,Biltine,TD,14.5333,20.9167,76.42,10,0,11.32,clear sky
24,Yulara,AU,-25.2406,130.9889,64.4,63,75,17.27,broken clouds
25,Tingo Maria,PE,-9.2895,-76.0088,68.79,98,100,1.97,overcast clouds
26,Provideniya,RU,64.3833,-173.3,23.0,68,0,4.47,clear sky
27,Asuncion,PY,-25.3007,-57.6359,75.2,88,0,3.44,clear sky
28,Kodiak,US,57.79,-152.4072,42.8,70,75,5.75,light rain
29,Avarua,CK,-21.2078,-159.775,82.4,65,20,6.91,few clouds
30,Cabo San Lucas,MX,22.8909,-109.9124,84.2,37,1,5.75,clear sky
31,Lagoa,PT,39.05,-27.9833,60.55,88,48,11.27,scattered clouds
32,Qaanaaq,GL,77.484,-69.3632,-11.49,61,0,7.83,clear sky
33,Biharamulo,TZ,-2.6319,31.3089,59.34,95,99,2.84,overcast clouds
34,Ternate,ID,0.8,127.4,82.36,76,39,10.33,scattered clouds
35,Albany,US,42.6001,-73.9662,57.2,54,75,1.83,broken clouds
36,Port Alfred,ZA,-33.5906,26.891,66.47,82,44,7.34,scattered clouds
37,Bluff,NZ,-46.6,168.3333,63.0,71,84,5.01,broken clouds
38,Valparaiso,CL,-33.0393,-71.6273,57.99,80,7,9.95,clear sky
39,Callaguip,PH,18.0714,120.4867,87.8,70,20,6.91,few clouds
40,Hilo,US,19.7297,-155.09,80.6,54,1,11.5,clear sky
41,Hermanus,ZA,-34.4187,19.2345,61.0,90,82,7.78,broken clouds
42,Touros,BR,-5.1989,-35.4608,77.0,94,20,3.44,light rain
43,Puerto Ayora,EC,-0.7393,-90.3518,76.03,90,24,3.24,few clouds
44,Madang,PG,-5.2246,145.7966,83.88,73,93,3.71,overcast clouds
45,Dikson,RU,73.5069,80.5464,-14.12,99,100,8.39,overcast clouds
46,Tessalit,ML,20.1986,1.0114,84.24,9,2,5.66,clear sky
47,East London,ZA,-33.0153,27.9116,66.67,84,3,6.73,clear sky
48,Lebu,CL,-37.6167,-73.65,54.75,92,100,3.96,light rain
49,Angoram,PG,-4.0625,144.0661,85.64,73,96,1.25,overcast clouds
50,Nokaneng,BW,-19.6667,22.2667,60.58,40,0,6.04,clear sky
51,Mareeba,AU,-17.0,145.4333,87.01,58,50,10.36,scattered clouds
52,Jurm,AF,36.8648,70.8342,52.23,69,100,1.41,overcast clouds
53,Coihaique,CL,-45.5752,-72.0662,42.21,97,27,6.38,scattered clouds
54,Sao Filipe,CV,14.8961,-24.4956,75.72,58,28,12.55,scattered clouds
55,Faanui,PF,-16.4833,-151.75,82.18,73,100,11.14,overcast clouds
56,Wamba,NG,8.9333,8.6,74.53,72,100,3.96,overcast clouds
57,Sterlibashevo,RU,53.4376,55.2578,45.07,71,3,5.75,clear sky
58,Tuktoyaktuk,CA,69.4541,-133.0374,30.2,80,90,9.22,overcast clouds
59,Ahipara,NZ,-35.1667,173.1667,65.98,62,42,10.6,scattered clouds
60,Rikitea,PF,-23.1203,-134.9692,78.58,71,11,7.11,few clouds
61,Ponta Do Sol,PT,32.6667,-17.1,64.4,63,20,5.75,few clouds
62,Les Cayes,HT,18.2,-73.75,72.27,64,2,7.34,clear sky
63,Bjornevatn,NO,69.6672,29.9847,24.8,68,87,10.36,overcast clouds
64,Bathsheba,BB,13.2167,-59.5167,77.0,73,20,8.05,few clouds
65,Kruisfontein,ZA,-34.0033,24.7314,58.48,92,2,2.77,clear sky
66,Vieux-Habitants,GP,16.0589,-61.7659,77.0,94,8,2.3,clear sky
67,Talnakh,RU,69.4865,88.3972,11.68,92,100,11.52,light snow
68,Leh,IN,34.1667,77.5833,35.76,60,99,2.57,overcast clouds
69,Coquimbo,CL,-29.9533,-71.3436,59.0,88,90,1.14,overcast clouds
70,Karratha,AU,-20.7377,116.8463,85.71,48,24,16.93,few clouds
71,Taoudenni,ML,22.6783,-3.9836,82.33,13,0,12.71,clear sky
72,Verkhnyaya Inta,RU,65.9811,60.3094,30.36,84,100,22.03,overcast clouds
73,Punta Arenas,CL,-53.15,-70.9167,39.2,87,0,10.36,clear sky
74,Longyearbyen,SJ,78.2186,15.6401,6.8,61,40,13.8,scattered clouds
75,Fairbanks,US,64.8378,-147.7164,46.4,56,90,6.91,haze
76,Penzance,GB,50.1186,-5.5371,46.0,93,8,6.91,clear sky
77,Meiktila,MM,20.8667,95.8667,89.51,39,100,10.83,overcast clouds
78,Rawson,AR,-43.3002,-65.1023,66.92,47,77,7.07,broken clouds
79,Havoysund,NO,70.9963,24.6622,28.4,69,90,3.44,overcast clouds
80,Makakilo City,US,21.3469,-158.0858,80.6,47,40,11.5,scattered clouds
81,Te Anau,NZ,-45.4167,167.7167,55.44,80,90,6.58,overcast clouds
82,Nikolskoye,RU,59.7035,30.7861,35.6,64,0,4.47,clear sky
83,Pilar,BR,-9.5972,-35.9567,75.2,94,75,5.75,moderate rain
84,Dunedin,NZ,-45.8742,170.5036,61.0,72,20,5.99,few clouds
85,Lufilufi,WS,-13.8745,-171.5986,91.4,62,75,9.19,broken clouds
86,Najran,SA,17.4924,44.1277,77.0,36,0,11.5,clear sky
87,Vaini,TO,-21.2,-175.2,82.4,69,20,8.05,few clouds
88,Portel,BR,-1.9356,-50.8211,74.48,96,96,2.53,overcast clouds
89,Gizo,SB,-8.103,156.8419,83.61,73,40,7.63,light rain
90,Nianzishan,CN,47.5167,122.8833,46.99,36,100,11.68,overcast clouds
91,Cabedelo,BR,-6.9811,-34.8339,77.0,100,20,4.61,few clouds
92,Tautira,PF,-17.7333,-149.15,82.4,74,75,8.05,broken clouds
93,Norman Wells,CA,65.282,-126.8329,50.0,37,75,10.36,broken clouds
94,San Patricio,US,28.017,-97.5169,75.99,94,75,9.22,broken clouds
95,Charters Towers,AU,-20.1,146.2667,83.98,23,6,8.28,clear sky
96,Jagdalpur,IN,19.0667,82.0333,82.35,34,83,5.48,broken clouds
97,Illela,NG,13.7292,5.2975,81.61,6,78,10.22,broken clouds
98,Kavieng,PG,-2.5744,150.7967,84.07,69,86,7.36,overcast clouds
99,Libenge,CD,3.65,18.6333,71.42,81,84,2.89,light rain
100,Lakatoro,VU,-16.0999,167.4164,85.33,67,13,8.88,few clouds
101,Pemangkat,ID,1.1667,108.9667,84.63,67,93,2.13,overcast clouds
102,Caceres,ES,39.522,-6.3748,55.62,97,100,0.43,light rain
103,Geraldton,AU,-28.7667,114.6,73.4,35,0,21.85,clear sky
104,Nakhon Si Thammarat,TH,8.25,100.0,88.0,70,20,3.85,few clouds
105,Mazamitla,MX,19.9167,-103.0333,58.66,44,19,3.96,few clouds
106,Louga,RU,58.7372,29.8453,34.3,75,99,7.94,overcast clouds
107,Barrow,US,71.2906,-156.7887,15.8,73,1,13.8,clear sky
108,Avera,US,33.194,-82.5271,73.4,40,90,8.05,overcast clouds
109,Sitka,US,57.0531,-135.33,42.8,81,90,6.91,light rain
110,Carnarvon,AU,-24.8667,113.6333,82.74,40,0,18.21,clear sky
111,Tasiilaq,GL,65.6145,-37.6368,32.0,93,90,21.85,snow
112,Khatanga,RU,71.9667,102.5,-3.69,92,56,9.86,broken clouds
113,Ngorongoro,TZ,-3.2397,35.4875,49.91,96,100,3.06,overcast clouds
114,San Juan,AR,-31.5375,-68.5364,69.73,40,0,4.41,clear sky
115,Batticaloa,LK,7.7102,81.6924,81.57,73,66,4.54,broken clouds
116,Vao,NC,-22.6667,167.4833,74.95,79,78,19.91,broken clouds
117,Aklavik,CA,68.2191,-135.0107,35.6,60,100,1.14,overcast clouds
118,Chapais,CA,49.7834,-74.8492,44.6,45,1,4.61,clear sky
119,Aguimes,ES,27.9054,-15.4461,68.0,72,40,11.5,scattered clouds
120,Brora,GB,58.0099,-3.8518,36.0,93,34,4.61,scattered clouds
121,Jhalrapatan,IN,24.55,76.1667,87.82,21,72,5.61,broken clouds
122,Sioux Lookout,CA,50.1001,-91.917,28.4,93,90,6.91,light snow
123,Ouadda,CF,8.0777,22.4007,69.08,12,60,3.65,broken clouds
124,Saint-Philippe,RE,-21.3585,55.7679,75.2,78,0,5.75,light rain
125,Salalah,OM,17.0151,54.0924,77.0,78,20,4.61,few clouds
126,Port Lincoln,AU,-34.7333,135.8667,67.62,48,20,13.2,few clouds
127,Coahuayana,MX,18.7333,-103.6833,70.99,88,0,1.59,clear sky
128,Hofn,IS,64.2539,-15.2082,43.54,88,100,10.63,overcast clouds
129,Basoko,CD,1.2391,23.616,70.36,90,71,3.74,broken clouds
130,Kapoeta,SS,4.7717,33.5903,76.35,62,49,11.05,scattered clouds
131,Sherlovaya Gora,RU,50.5667,116.25,34.0,49,100,2.59,overcast clouds
132,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,64,20,13.0,few clouds
133,Komsomolskiy,UZ,40.4272,71.7189,62.6,48,100,6.93,overcast clouds
134,Sycamore,US,41.9889,-88.6868,41.0,65,90,10.36,overcast clouds
135,Horsham,GB,51.064,-0.3272,35.6,87,20,4.61,few clouds
136,Pendencias,BR,-5.26,-36.7222,74.41,92,65,5.66,broken clouds
137,Thompson,CA,55.7435,-97.8558,30.2,34,20,2.3,few clouds
138,Acarau,BR,-2.8856,-40.12,77.83,86,94,10.47,overcast clouds
139,Saint George,US,37.1041,-113.5841,66.2,16,1,10.36,clear sky
140,San Rafael Del Sur,NI,11.8485,-86.4384,86.0,54,40,11.5,scattered clouds
141,Klaksvik,FO,62.2266,-6.589,44.6,100,20,12.66,few clouds
142,Kavaratti,IN,10.5669,72.642,83.89,67,1,1.03,clear sky
143,Luis Correia,BR,-2.8792,-41.6669,78.44,86,85,11.32,overcast clouds
144,Port Hardy,CA,50.6996,-127.4199,53.6,54,40,12.66,scattered clouds
145,Hobart,AU,-42.8794,147.3294,59.0,38,20,20.71,few clouds
146,Verkhoyansk,RU,67.5447,133.385,14.29,75,98,1.92,overcast clouds
147,Mrakovo,RU,52.7161,56.6244,40.73,79,1,3.76,clear sky
148,Lasa,IT,46.6166,10.7002,36.0,74,75,5.75,snow
149,Jamestown,US,42.097,-79.2353,46.99,49,90,10.36,overcast clouds
150,Vestmannaeyjar,IS,63.4427,-20.2734,44.06,92,100,29.59,light rain
151,Ekibastuz,KZ,51.6667,75.3667,47.52,67,4,5.82,clear sky
152,Castro,BR,-24.7911,-50.0119,53.02,98,96,5.08,overcast clouds
153,Aragarcas,BR,-15.8975,-52.2508,73.4,88,0,1.03,clear sky
154,Ilulissat,GL,69.2167,-51.1,15.8,57,75,17.27,broken clouds
155,Portoferraio,IT,42.8115,10.3146,46.99,50,27,3.0,scattered clouds
156,Hovd,MN,48.0056,91.6419,41.63,24,36,4.83,scattered clouds
157,Camana,PE,-16.6228,-72.7111,67.51,85,81,5.41,broken clouds
158,Dawei,MM,14.0833,98.2,86.9,62,94,1.59,light rain
159,Lompoc,US,34.6391,-120.4579,55.4,62,50,11.5,scattered clouds
160,Georgetown,MY,5.4112,100.3354,86.0,74,20,4.61,few clouds
161,Yellowknife,CA,62.456,-114.3525,41.0,38,1,3.44,clear sky
162,Iwanai,JP,42.9744,140.5089,44.38,66,58,15.75,broken clouds
163,Blackfoot,US,43.1905,-112.345,37.0,76,100,1.01,overcast clouds
164,Linxia,CN,35.6003,103.2064,50.68,37,77,7.58,broken clouds
165,Colac,AU,-38.3333,143.5833,61.0,98,87,14.34,light rain
166,Brownfield,US,33.1812,-102.2744,46.99,97,100,13.0,overcast clouds
167,Nagai,JP,38.1036,140.035,57.99,40,40,4.61,scattered clouds
168,Clyde River,CA,70.4692,-68.5914,-7.6,77,1,18.41,clear sky
169,Grindavik,IS,63.8424,-22.4338,44.6,93,90,24.16,overcast clouds
170,Butaritari,KI,3.0707,172.7902,82.0,76,50,7.16,light rain
171,Bengkulu,ID,-3.8004,102.2655,83.59,65,99,3.62,overcast clouds
172,Tondano,ID,1.3038,124.9112,87.8,58,20,9.22,few clouds
173,Christchurch,NZ,-43.5333,172.6333,62.01,77,90,10.36,moderate rain
174,Alugan,PH,12.2188,125.4808,81.82,82,100,6.89,overcast clouds
175,San Martin,AR,-33.081,-68.4681,64.4,63,0,3.44,clear sky
176,Hamilton,US,39.1834,-84.5333,52.0,71,1,3.44,clear sky
177,Pevek,RU,69.7008,170.3133,8.69,72,14,4.45,few clouds
178,Palmer,US,42.1584,-72.3287,53.6,62,75,6.91,broken clouds
179,Imeni Poliny Osipenko,RU,52.4201,136.4853,30.99,73,52,7.31,broken clouds
180,Wajima,JP,37.4,136.9,51.8,50,20,9.22,few clouds
181,Ancud,CL,-41.8697,-73.8203,46.99,100,90,2.3,fog
182,Mount Gambier,AU,-37.8333,140.7667,62.6,77,40,17.27,light rain
183,Bowen,AU,-20.0167,148.2333,80.6,61,40,14.97,scattered clouds
184,Joao Pinheiro,BR,-17.7425,-46.1725,67.84,70,97,8.14,overcast clouds
185,Cherskiy,RU,68.75,161.3,20.35,65,2,5.93,clear sky
186,Mehamn,NO,71.0357,27.8492,26.24,71,99,8.05,overcast clouds
187,Lavrentiya,RU,65.5833,-171.0,29.08,89,97,2.95,overcast clouds
188,Necochea,AR,-38.5473,-58.7368,57.0,84,0,3.0,clear sky
189,Fare,PF,-16.7,-151.0167,82.27,73,100,9.78,overcast clouds
190,Shetpe,KZ,44.1667,52.1167,52.9,61,79,9.95,broken clouds
191,Kapaa,US,22.0752,-159.319,78.8,57,20,16.11,few clouds
192,Meulaboh,ID,4.1363,96.1285,83.44,71,84,1.43,broken clouds
193,Do Gonbadan,IR,30.3586,50.7981,57.2,54,0,2.1,clear sky
194,Bishop Auckland,GB,54.6555,-1.6771,30.99,82,15,1.01,few clouds
195,Hasaki,JP,35.7333,140.8333,59.0,38,20,10.36,few clouds
196,Honningsvag,NO,70.9821,25.9704,30.69,57,100,7.85,overcast clouds
197,Taungdwingyi,MM,20.0167,95.55,90.3,39,98,5.93,overcast clouds
198,Ostersund,SE,63.1792,14.6357,28.4,86,13,5.75,few clouds
199,Kindu,CD,-2.95,25.95,67.28,99,90,2.51,overcast clouds
200,Gornopravdinsk,RU,60.05,69.9,48.29,86,25,9.95,scattered clouds
201,Waipawa,NZ,-41.4122,175.5153,62.6,67,55,17.27,broken clouds
202,Burnie,AU,-41.0667,145.9167,53.1,82,99,16.04,overcast clouds
203,Bonthe,SL,7.5264,-12.505,78.57,82,100,3.15,overcast clouds
204,Hukuntsi,BW,-24.0,21.75,64.2,38,0,4.85,clear sky
205,Manavgat,TR,36.7867,31.4431,53.6,94,20,3.44,few clouds
206,Bethel,US,41.3712,-73.414,60.8,55,90,5.75,overcast clouds
207,Saldanha,ZA,-33.0117,17.9442,68.0,56,64,3.44,broken clouds
208,Kango,GA,0.1943,10.0951,72.43,97,100,2.13,overcast clouds
209,Chanika,TZ,-5.4167,38.0167,66.65,96,98,4.12,overcast clouds
210,Saskylakh,RU,71.9167,114.0833,2.52,86,22,5.66,few clouds
211,Mosta,MT,35.9092,14.4256,57.0,82,0,3.44,clear sky
212,Gat,IL,31.61,34.7642,57.99,68,6,0.67,clear sky
213,Kahului,US,20.8947,-156.47,78.8,53,20,18.41,few clouds
214,Okitipupa,NG,6.5047,4.7839,76.91,93,100,3.11,overcast clouds
215,Chokurdakh,RU,70.6333,147.9167,7.74,81,83,6.58,broken clouds
216,Belmonte,BR,-15.8631,-38.8828,71.6,94,75,5.75,broken clouds
217,Vanimo,PG,-2.6741,141.3028,84.78,68,100,5.12,moderate rain
218,Qixingtai,CN,30.4135,111.8874,66.63,65,77,1.95,broken clouds
219,Port Keats,AU,-14.25,129.55,90.18,33,53,6.51,broken clouds
220,Cayenne,GF,4.9333,-52.3333,82.0,83,40,3.44,scattered clouds
221,Mandera,KE,3.9366,41.867,81.46,64,83,14.07,broken clouds
222,Fort Nelson,CA,58.8053,-122.7002,59.0,29,40,5.75,scattered clouds
223,Kholodnyy,RU,62.7167,147.95,9.9,57,100,2.53,overcast clouds
224,Alice Springs,AU,-23.7,133.8833,78.01,40,0,12.66,clear sky
225,La Paz,BO,-16.5,-68.15,46.33,81,93,3.22,overcast clouds
226,Kaitangata,NZ,-46.2817,169.8464,64.99,56,11,4.0,few clouds
227,Qasigiannguit,GL,68.8193,-51.1922,15.8,57,75,17.27,broken clouds
228,Victoria,HK,22.2855,114.1577,72.0,88,99,3.0,overcast clouds
229,Inhambane,MZ,-23.865,35.3833,70.97,80,1,2.93,clear sky
230,Beringovskiy,RU,63.05,179.3167,17.06,75,12,3.89,few clouds
231,Marau,BR,-28.4492,-52.2,62.47,66,99,4.03,overcast clouds
232,Mufumbwe,ZM,-13.6833,24.8,57.9,94,91,3.87,overcast clouds
233,Kjollefjord,NO,70.9457,27.3465,26.44,67,98,7.81,overcast clouds
234,Fortuna,US,40.5982,-124.1573,48.2,76,1,8.05,clear sky
235,Sarakhs,IR,36.5449,61.1577,51.8,54,0,6.13,clear sky
236,Luderitz,NA,-26.6481,15.1594,76.66,25,0,10.11,clear sky
237,Kalabo,ZM,-14.97,22.6814,63.21,87,84,5.64,broken clouds
238,Camacha,PT,33.0833,-16.3333,62.6,82,40,10.36,scattered clouds
239,Red Bluff,US,40.1785,-122.2358,71.6,18,1,8.05,clear sky
240,Laukaa,RU,58.7372,29.8453,34.3,75,99,7.94,overcast clouds
241,Chuy,UY,-33.6971,-53.4616,62.11,85,59,8.21,broken clouds
242,The Pas,CA,53.8251,-101.2541,33.8,51,90,3.44,overcast clouds
243,Bull Savanna,JM,17.8868,-77.5902,71.85,48,28,6.4,scattered clouds
244,Khor,RU,47.8861,134.9464,43.47,23,1,13.27,clear sky
245,Pochutla,MX,15.7432,-96.4661,81.0,64,67,5.01,broken clouds
246,Bollnas,SE,61.3482,16.3946,28.0,78,6,3.4,clear sky
247,Mezen,RU,65.8522,44.24,31.32,73,12,13.38,few clouds
248,Aripuana,BR,-9.1667,-60.6333,72.88,97,100,1.54,overcast clouds
249,San Vicente,AR,-26.6167,-54.1333,63.19,96,8,2.26,clear sky
250,Mwense,ZM,-10.3845,28.698,65.05,93,97,2.86,overcast clouds
251,Shingu,JP,33.7333,135.9833,57.2,38,75,8.05,broken clouds
252,Vaniyambadi,IN,12.6833,78.6167,76.73,75,100,3.65,moderate rain
253,Vardo,NO,70.3705,31.1107,26.6,74,0,19.57,light snow
254,Awjilah,LY,29.1081,21.2869,62.38,54,100,9.66,overcast clouds
255,Hithadhoo,MV,-0.6,73.0833,82.09,64,44,3.56,scattered clouds
256,Saint-Joseph,RE,-21.3667,55.6167,75.2,78,0,5.75,light rain
257,Iberia,US,29.9502,-91.7507,68.0,94,90,4.61,overcast clouds
258,Kremsmunster,AT,48.0529,14.1292,33.01,93,20,4.61,few clouds
259,Ngunguru,NZ,-35.6167,174.5,72.0,60,38,13.0,scattered clouds
260,Mattru,SL,7.6244,-11.8332,74.43,90,100,2.51,overcast clouds
261,Bambous Virieux,MU,-20.3428,57.7575,77.0,88,75,2.3,light rain
262,Samana,DO,19.2056,-69.3369,72.41,71,7,7.99,clear sky
263,Guerrero Negro,MX,27.9769,-114.0611,58.15,75,81,15.46,broken clouds
264,Goba,ET,7.0167,39.9833,47.88,78,11,5.14,few clouds
265,Nago,JP,26.5881,127.9761,73.4,64,90,14.97,overcast clouds
266,Ferkessedougou,CI,9.6,-5.2,77.9,64,84,5.39,broken clouds
267,Margate,GB,51.3813,1.3862,41.0,70,16,5.01,few clouds
268,Novoagansk,RU,61.9449,76.6625,40.73,99,100,16.4,overcast clouds
269,San Cristobal,VE,7.7669,-72.225,78.8,89,20,3.44,few clouds
270,Buarcos,PT,40.166,-8.8768,60.01,100,40,2.3,scattered clouds
271,Peniche,PT,39.3558,-9.3811,61.0,93,100,5.99,light rain
272,Prince George,CA,53.9166,-122.753,60.8,25,1,6.91,clear sky
273,Padang,ID,-0.9492,100.3543,82.69,74,83,1.3,broken clouds
274,Cuamba,MZ,-14.8031,36.5372,60.6,97,13,3.65,few clouds
275,Beidao,CN,34.5686,105.8933,48.0,70,100,8.99,overcast clouds
276,Atambua,ID,-9.1061,124.8925,81.43,53,54,1.72,broken clouds
277,Jacareacanga,BR,-6.2222,-57.7528,74.48,96,100,0.72,overcast clouds
278,Sawakin,SD,19.1059,37.3321,73.83,45,58,6.89,broken clouds
279,Ha Giang,VN,22.8333,104.9833,77.29,93,100,3.89,overcast clouds
280,Katsuura,JP,35.1333,140.3,60.8,29,40,12.66,scattered clouds
281,Mayumba,GA,-3.432,10.6554,78.1,88,100,5.08,overcast clouds
282,Torbay,CA,47.6666,-52.7314,33.01,100,90,9.22,light snow
283,Richards Bay,ZA,-28.783,32.0377,71.31,89,48,7.92,scattered clouds
284,Saint-Georges,GD,12.0564,-61.7485,80.6,83,20,13.8,few clouds
285,Bundaberg,AU,-24.85,152.35,78.8,47,0,8.05,clear sky
286,Henties Bay,NA,-22.116,14.2845,73.99,37,0,7.0,clear sky
287,Airai,TL,-8.9266,125.4092,72.37,42,67,3.13,broken clouds
288,Haines Junction,CA,60.7522,-137.5108,44.6,45,38,6.91,scattered clouds
289,Vila Velha,BR,-20.3297,-40.2925,73.4,78,0,10.36,clear sky
290,Narsaq,GL,60.9167,-46.05,32.0,74,22,1.14,few clouds
291,Sosnovo-Ozerskoye,RU,52.5249,111.5418,33.66,31,63,9.89,broken clouds
292,Esperance,AU,-33.8667,121.9,66.2,72,75,11.5,broken clouds
293,Mahebourg,MU,-20.4081,57.7,77.0,88,75,2.3,light rain
294,Cartagena,CO,10.3997,-75.5144,82.4,83,40,4.61,scattered clouds
295,Codrington,AU,-38.2667,141.9667,58.75,77,100,18.12,overcast clouds
296,Cooma,AU,-36.2333,149.1333,62.6,27,2,11.5,clear sky
297,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.13,80,15,9.17,few clouds
298,Tilichiki,RU,60.4667,166.1,23.11,86,100,6.87,overcast clouds
299,Anadyr,RU,64.75,177.4833,12.2,62,0,2.24,clear sky
300,Nantucket,US,41.2835,-70.0995,41.0,93,75,4.61,broken clouds
301,Conde,BR,-7.2597,-34.9075,77.0,100,20,4.61,few clouds
302,Banjarmasin,ID,-3.3244,114.591,82.4,83,40,9.22,scattered clouds
303,Yumen,CN,40.2833,97.2,45.37,13,0,9.44,clear sky
304,Upernavik,GL,72.7868,-56.1549,-12.44,100,98,2.53,overcast clouds
305,Stornoway,GB,58.2093,-6.3865,33.8,93,75,6.6,broken clouds
306,High Level,CA,58.5169,-117.136,50.0,40,1,6.91,clear sky
307,Elmira,US,42.0898,-76.8077,53.6,54,90,8.05,overcast clouds
308,Zyryanka,RU,65.75,150.85,12.94,74,100,4.45,overcast clouds
309,Araouane,ML,18.9048,-3.5265,84.04,13,0,9.91,clear sky
310,Mogadishu,SO,2.0371,45.3438,81.64,70,98,7.47,overcast clouds
311,Uaua,BR,-9.8414,-39.4817,70.45,86,39,14.32,scattered clouds
312,Ponta Delgada,PT,37.7333,-25.6667,57.2,88,20,6.91,few clouds
313,Arraial Do Cabo,BR,-22.9661,-42.0278,73.69,64,49,4.74,scattered clouds
314,Fuyang,CN,32.9,115.8167,59.65,77,77,8.66,broken clouds
315,Fuerte Olimpo,PY,-21.0415,-57.8738,79.97,51,77,4.94,broken clouds
316,Leningradskiy,RU,69.3833,178.4167,14.22,88,86,5.68,overcast clouds
317,Riviere-Au-Renard,CA,48.9957,-64.3971,30.2,86,1,4.61,clear sky
318,Iquitos,PE,-3.7481,-73.2472,77.0,94,40,1.28,scattered clouds
319,Batemans Bay,AU,-35.7167,150.1833,70.0,72,2,4.0,clear sky
320,Sur,OM,22.5667,59.5289,85.77,39,2,4.18,clear sky
321,Saint-Augustin,CA,51.226,-58.6502,34.18,78,0,3.76,clear sky
322,Tiznit,MA,29.5833,-9.5,56.57,88,89,11.25,overcast clouds
323,Severnoye,RU,56.3491,78.3619,38.46,99,100,5.28,overcast clouds
324,Samarai,PG,-10.6167,150.6667,78.69,89,99,11.39,overcast clouds
325,Kyra,RU,49.5776,111.9753,36.34,27,100,14.94,overcast clouds
326,Virginia Beach,US,36.8529,-75.978,59.0,96,100,1.01,light rain
327,Hami,CN,42.8,93.45,56.64,11,1,11.01,clear sky
328,Araguacu,BR,-12.9306,-49.8264,73.44,84,100,1.19,overcast clouds
329,Alyangula,AU,-13.8483,136.4192,87.8,58,40,4.61,scattered clouds
330,Bubaque,GW,11.2833,-15.8333,77.38,80,80,10.6,broken clouds
331,Adrar,MR,20.5022,-10.0711,72.75,21,24,11.61,few clouds
